ID,Education,Income,Marital_Status,Occupation,Children,Region,Gender
5568,Some College,Low,Single,Entry Level,0,West,Female
5569,Master's Degree,Low,Married,Senior Manager,0,East,Male
5570,Master's Degree,Low,Married,Senior Manager,0,West,Female
5571,Bachelor's Degree,Low,Married,Manager,0,South,Female
5572,Bachelor's Degree,High,Married,Manager,2,West,Female
5573,Bachelor's Degree,Low,Married,Manager,2,Central,Male
5574,Master's Degree,Low,Single,Senior Manager,1,West,Female
5575,High School,Low,Single,Student,0,Central,Female
5576,Bachelor's Degree,Low,Single,Manager,1,East,Female
5577,Master's Degree,Low,Single,Senior Manager,0,South,Male
5578,Some College,Low,Single,Entry Level,0,West,Male
5579,Master's Degree,Low,Single,Senior Manager,2,South,Male
5580,Master's Degree,Low,Single,Senior Manager,0,West,Male
5581,Some College,Low,Single,Entry Level,0,South,Female
5582,High School,Low,Single,Student,0,Central,Female
5583,Master's Degree,Low,Married,Senior Manager,0,North,Female
5584,High School,Medium,Single,Student,0,East,Male
5585,Bachelor's Degree,Low,Single,Manager,0,East,Female
5586,Master's Degree,Low,Married,Senior Manager,2,Central,Male
5587,Bachelor's Degree,Low,Married,Manager,0,South,Female
5588,Bachelor's Degree,Low,Single,Manager,2,West,Female
5589,Some College,Low,Single,Entry Level,0,Central,Male
5590,Bachelor's Degree,Low,Married,Manager,3,North,Female
5591,Bachelor's Degree,High,Single,Manager,0,Central,Female
5592,Some College,Low,Single,Entry Level,0,West,Male
5593,High School,Low,Single,Student,0,North,Male
5594,High School,Low,Single,Student,0,East,Male
5595,Bachelor's Degree,Medium,Single,Manager,2,East,Female
5596,High School,Low,Single,Student,0,South,Female
5597,Bachelor's Degree,Low,Married,Manager,0,North,Female
5598,High School,Medium,Single,Student,0,West,Female
5599,Master's Degree,Low,Married,Senior Manager,3,North,Male
5600,Master's Degree,Low,Married,Senior Manager,0,West,Male
5601,Bachelor's Degree,Low,Married,Manager,0,South,Female
5602,High School,Low,Single,Student,0,South,Female
5603,Bachelor's Degree,Low,Single,Manager,3,West,Male
5604,High School,Medium,Single,Student,0,Central,Female
5605,Master's Degree,Low,Single,Senior Manager,1,West,Male
5606,Bachelor's Degree,High,Single,Manager,1,North,Male
5607,Master's Degree,Low,Divorced,Senior Manager,1,East,Male
5608,Master's Degree,Low,Married,Senior Manager,2,North,Female
5609,Master's Degree,High,Single,Senior Manager,0,Central,Female
5610,Some College,Low,Single,Entry Level,0,South,Female
5611,Bachelor's Degree,Low,Single,Manager,0,South,Male
5612,Bachelor's Degree,Medium,Divorced,Manager,1,North,Female
5613,Bachelor's Degree,Medium,Married,Manager,1,East,Male
5614,Bachelor's Degree,Low,Married,Manager,1,Central,Male
5615,Bachelor's Degree,High,Married,Manager,1,Central,Female
5616,Master's Degree,Low,Single,Senior Manager,0,Central,Male
5617,Master's Degree,Low,Married,Senior Manager,1,Central,Female
5618,Master's Degree,Low,Single,Senior Manager,0,Central,Female
5619,Bachelor's Degree,Low,Married,Manager,2,North,Male
5620,Bachelor's Degree,Medium,Married,Manager,1,North,Male
5621,Some College,Low,Single,Entry Level,0,North,Female
5622,Bachelor's Degree,Low,Married,Manager,1,Central,Female
5623,Bachelor's Degree,Low,Married,Manager,2,East,Female
5624,Master's Degree,High,Married,Senior Manager,0,South,Female
5625,High School,Low,Single,Student,0,South,Male
5626,Master's Degree,Low,Single,Senior Manager,1,South,Male
5627,Some College,Low,Single,Entry Level,0,South,Male
5628,Bachelor's Degree,Low,Married,Manager,0,East,Female
5629,Master's Degree,Medium,Married,Senior Manager,1,Central,Male
5630,Master's Degree,High,Married,Senior Manager,2,South,Female
5631,Master's Degree,High,Single,Senior Manager,1,North,Female
5632,High School,Low,Single,Student,0,East,Female
5633,Master's Degree,High,Married,Senior Manager,0,East,Male
5634,Master's Degree,Low,Single,Senior Manager,0,Central,Female
5635,Bachelor's Degree,Low,Divorced,Manager,0,West,Male
5636,Master's Degree,High,Divorced,Senior Manager,0,East,Female
5637,Master's Degree,Low,Married,Senior Manager,0,North,Male
5638,Master's Degree,High,Single,Senior Manager,0,East,Male
5639,Bachelor's Degree,High,Divorced,Manager,1,Central,Female
5640,Master's Degree,Medium,Single,Senior Manager,3,North,Male
5641,Master's Degree,High,Married,Senior Manager,0,West,Female
5642,Master's Degree,High,Married,Senior Manager,2,North,Female
5643,Master's Degree,High,Single,Senior Manager,0,South,Female
5644,Master's Degree,Low,Married,Senior Manager,0,East,Male
5645,Master's Degree,Low,Married,Senior Manager,1,East,Female
5646,High School,Medium,Single,Student,0,North,Male
5647,Master's Degree,Low,Married,Senior Manager,1,West,Female
5648,Bachelor's Degree,Low,Married,Manager,3,South,Male
5649,Some College,Low,Single,Entry Level,0,West,Male
5650,Bachelor's Degree,Medium,Married,Manager,2,West,Male
5651,Bachelor's Degree,Low,Single,Manager,2,Central,Female
5652,High School,Low,Single,Student,0,Central,Female
5653,Some College,High,Single,Entry Level,0,East,Female
5654,Bachelor's Degree,High,Married,Manager,0,Central,Female
5655,Master's Degree,Medium,Married,Senior Manager,1,North,Female
5656,High School,Low,Single,Student,0,South,Male
5657,Some College,Low,Single,Entry Level,0,South,Male
5658,Some College,Low,Single,Entry Level,0,Central,Female
5659,Bachelor's Degree,High,Single,Manager,0,South,Female
5660,Master's Degree,Medium,Married,Senior Manager,1,West,Male
5661,Bachelor's Degree,Low,Divorced,Manager,1,North,Male
5662,Bachelor's Degree,Medium,Married,Manager,1,West,Female
5663,Master's Degree,High,Married,Senior Manager,0,West,Male
5664,Master's Degree,High,Single,Senior Manager,0,North,Female
5665,Bachelor's Degree,Low,Married,Manager,0,North,Male
5666,Master's Degree,Low,Married,Senior Manager,2,South,Female
5667,Master's Degree,Low,Single,Senior Manager,0,Central,Male
5668,Some College,High,Single,Entry Level,0,Central,Female
5669,Master's Degree,High,Single,Senior Manager,0,South,Female
5670,High School,Low,Single,Student,0,North,Female
5671,Bachelor's Degree,Low,Married,Manager,0,North,Male
5672,High School,Low,Single,Student,0,South,Female
5673,Master's Degree,Low,Married,Senior Manager,1,North,Female
5674,Bachelor's Degree,Low,Single,Manager,3,East,Female
5675,Bachelor's Degree,High,Married,Manager,1,North,Female
5676,Bachelor's Degree,Low,Single,Manager,0,East,Male
5677,Bachelor's Degree,Low,Single,Manager,3,West,Male
5678,Some College,Low,Single,Entry Level,0,West,Male
5679,Master's Degree,Low,Married,Senior Manager,1,West,Male
5680,Master's Degree,High,Married,Senior Manager,0,Central,Male
5681,Bachelor's Degree,Medium,Married,Manager,2,Central,Male
5682,Master's Degree,Low,Single,Senior Manager,1,North,Female
5683,Master's Degree,High,Divorced,Senior Manager,0,Central,Male
5684,Master's Degree,Medium,Married,Senior Manager,0,South,Female
5685,Master's Degree,High,Single,Senior Manager,3,North,Male
5686,Bachelor's Degree,Low,Single,Manager,3,Central,Male
5687,Master's Degree,Low,Single,Senior Manager,1,South,Female
5688,Master's Degree,Medium,Married,Senior Manager,1,North,Female
5689,Bachelor's Degree,High,Single,Manager,2,South,Female
5690,Master's Degree,Medium,Married,Senior Manager,0,West,Male
5691,Master's Degree,Medium,Single,Senior Manager,0,West,Male
5692,Bachelor's Degree,Low,Married,Manager,3,East,Male
5693,Master's Degree,Low,Single,Senior Manager,1,South,Male
5694,Master's Degree,High,Single,Senior Manager,1,West,Male
5695,Master's Degree,Medium,Single,Senior Manager,2,South,Male
5696,Bachelor's Degree,Low,Single,Manager,0,East,Female
5697,Bachelor's Degree,Medium,Married,Manager,2,South,Female
5698,Master's Degree,Medium,Married,Senior Manager,1,Central,Male
5699,Bachelor's Degree,Low,Married,Manager,1,South,Male
5700,Bachelor's Degree,High,Married,Manager,1,East,Female
5701,Master's Degree,High,Divorced,Senior Manager,3,North,Female
5702,Master's Degree,Low,Married,Senior Manager,1,North,Male
5703,Bachelor's Degree,Low,Married,Manager,2,Central,Female
5704,High School,Low,Single,Student,0,West,Male
5705,Master's Degree,Low,Married,Senior Manager,0,Central,Female
5706,Some College,Medium,Single,Entry Level,0,West,Male
5707,Master's Degree,Medium,Single,Senior Manager,3,East,Female
5708,High School,Low,Single,Student,0,Central,Female
5709,Master's Degree,Low,Single,Senior Manager,0,South,Female
5710,Master's Degree,Medium,Married,Senior Manager,0,East,Male
5711,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
5712,Master's Degree,Low,Divorced,Senior Manager,0,East,Female
5713,Master's Degree,High,Married,Senior Manager,0,North,Female
5714,Bachelor's Degree,Medium,Married,Manager,2,Central,Female
5715,Bachelor's Degree,Low,Single,Manager,1,West,Female
5716,Master's Degree,Medium,Single,Senior Manager,0,South,Male
5717,Master's Degree,Medium,Married,Senior Manager,1,North,Male
5718,High School,Low,Single,Student,0,Central,Male
5719,Bachelor's Degree,Medium,Single,Manager,2,Central,Male
5720,Master's Degree,Medium,Married,Senior Manager,0,Central,Female
5721,Bachelor's Degree,Medium,Married,Manager,2,Central,Female
5722,Master's Degree,High,Married,Senior Manager,1,West,Female
5723,Master's Degree,Low,Single,Senior Manager,3,North,Female
5724,Master's Degree,Low,Married,Senior Manager,0,South,Male
5725,Bachelor's Degree,Low,Married,Manager,0,North,Female
5726,Master's Degree,Medium,Married,Senior Manager,3,North,Female
5727,Some College,Low,Single,Entry Level,0,West,Female
5728,Some College,Medium,Single,Entry Level,0,East,Female
5729,Master's Degree,Low,Married,Senior Manager,3,West,Male
5730,Master's Degree,Medium,Married,Senior Manager,3,Central,Female
5731,Bachelor's Degree,Low,Single,Manager,0,Central,Female
5732,Master's Degree,Medium,Married,Senior Manager,1,East,Female
5733,Bachelor's Degree,Low,Married,Manager,2,West,Female
5734,Bachelor's Degree,Medium,Divorced,Manager,0,Central,Male
5735,Master's Degree,Medium,Single,Senior Manager,3,East,Female
5736,Bachelor's Degree,High,Married,Manager,0,Central,Female
5737,Master's Degree,Low,Single,Senior Manager,3,North,Male
5738,High School,Medium,Single,Student,0,West,Male
5739,Master's Degree,Low,Single,Senior Manager,0,Central,Female
5740,Bachelor's Degree,Medium,Married,Manager,1,South,Male
5741,Master's Degree,High,Married,Senior Manager,1,West,Female
5742,Bachelor's Degree,Low,Married,Manager,0,West,Female
5743,Bachelor's Degree,High,Married,Manager,1,West,Male
5744,Bachelor's Degree,Medium,Single,Manager,1,West,Female
5745,High School,Low,Single,Student,0,West,Male
5746,High School,Medium,Single,Student,0,Central,Female
5747,Master's Degree,Medium,Married,Senior Manager,0,East,Male
5748,Master's Degree,Low,Married,Senior Manager,0,North,Male
5749,Master's Degree,Medium,Married,Senior Manager,0,East,Female
5750,Bachelor's Degree,Low,Married,Manager,3,Central,Female
5751,Bachelor's Degree,High,Married,Manager,0,Central,Male
5752,Master's Degree,High,Divorced,Senior Manager,1,West,Female
5753,Master's Degree,Low,Married,Senior Manager,2,Central,Female
5754,High School,Low,Single,Student,0,East,Female
5755,Bachelor's Degree,Medium,Single,Manager,1,North,Male
5756,Bachelor's Degree,High,Married,Manager,3,North,Male
5757,Master's Degree,High,Married,Senior Manager,1,South,Female
5758,Bachelor's Degree,Low,Single,Manager,0,West,Female
5759,Master's Degree,Low,Married,Senior Manager,1,West,Female
5760,Bachelor's Degree,Low,Married,Manager,2,South,Female
5761,Master's Degree,Low,Married,Senior Manager,0,West,Male
5762,Bachelor's Degree,Low,Married,Manager,0,West,Female
5763,High School,Medium,Single,Student,0,Central,Male
5764,Bachelor's Degree,Medium,Single,Manager,0,Central,Female
5765,Bachelor's Degree,Medium,Divorced,Manager,3,South,Male
5766,Bachelor's Degree,Low,Married,Manager,1,South,Male
5767,High School,Medium,Single,Student,0,North,Male
5768,Master's Degree,High,Married,Senior Manager,2,East,Male
5769,Master's Degree,High,Married,Senior Manager,0,South,Female
5770,Master's Degree,Low,Married,Senior Manager,0,West,Male
5771,High School,Low,Single,Student,0,North,Female
5772,Master's Degree,Low,Single,Senior Manager,1,North,Male
5773,Bachelor's Degree,Low,Married,Manager,2,Central,Male
5774,High School,Medium,Single,Student,0,South,Male
5775,Bachelor's Degree,Low,Married,Manager,0,East,Female
5776,High School,Medium,Single,Student,0,East,Male
5777,Bachelor's Degree,Medium,Married,Manager,1,North,Female
5778,Master's Degree,Low,Married,Senior Manager,1,North,Female
5779,Bachelor's Degree,Low,Single,Manager,1,West,Male
5780,High School,Low,Single,Student,0,West,Male
5781,Some College,Low,Single,Entry Level,0,South,Female
5782,Bachelor's Degree,Low,Single,Manager,0,East,Male
5783,Master's Degree,Low,Single,Senior Manager,2,East,Female
5784,Bachelor's Degree,Medium,Single,Manager,2,North,Female
5785,Bachelor's Degree,Low,Married,Manager,1,North,Male
5786,Master's Degree,High,Single,Senior Manager,1,South,Male
5787,Master's Degree,High,Divorced,Senior Manager,2,South,Male
5788,Master's Degree,High,Married,Senior Manager,3,North,Male
5789,High School,Low,Single,Student,0,West,Male
5790,Master's Degree,Medium,Single,Senior Manager,1,West,Male
5791,Bachelor's Degree,Low,Married,Manager,2,South,Male
5792,Bachelor's Degree,Low,Single,Manager,3,South,Male
5793,Master's Degree,High,Single,Senior Manager,3,Central,Male
5794,Bachelor's Degree,Medium,Married,Manager,0,North,Male
5795,Master's Degree,High,Married,Senior Manager,2,North,Male
5796,Master's Degree,Low,Married,Senior Manager,2,Central,Male
5797,Master's Degree,High,Married,Senior Manager,1,South,Male
5798,Master's Degree,Low,Married,Senior Manager,0,North,Male
5799,Bachelor's Degree,High,Married,Manager,3,Central,Female
5800,Some College,Medium,Single,Entry Level,0,East,Male
5801,Master's Degree,Medium,Divorced,Senior Manager,1,North,Female
5802,High School,Low,Single,Student,0,South,Male
5803,Bachelor's Degree,Low,Married,Manager,0,North,Female
5804,Master's Degree,High,Married,Senior Manager,2,East,Female
5805,Master's Degree,Medium,Married,Senior Manager,1,Central,Female
5806,Master's Degree,Medium,Single,Senior Manager,1,West,Female
5807,Bachelor's Degree,Low,Single,Manager,3,Central,Male
5808,Master's Degree,Low,Married,Senior Manager,0,Central,Female
5809,High School,Medium,Single,Student,0,East,Female
5810,Master's Degree,Low,Single,Senior Manager,2,Central,Female
5811,Bachelor's Degree,Low,Married,Manager,0,North,Female
5812,Bachelor's Degree,Medium,Married,Manager,1,East,Male
5813,Bachelor's Degree,Medium,Single,Manager,0,South,Male
5814,Bachelor's Degree,Medium,Single,Manager,0,South,Female
5815,High School,Low,Single,Student,0,South,Female
5816,Master's Degree,Low,Single,Senior Manager,1,East,Male
5817,Bachelor's Degree,Low,Married,Manager,0,Central,Female
5818,Bachelor's Degree,High,Divorced,Manager,3,West,Female
5819,Bachelor's Degree,High,Single,Manager,2,South,Male
5820,Master's Degree,High,Single,Senior Manager,2,Central,Male
5821,Bachelor's Degree,Low,Single,Manager,3,West,Female
5822,Master's Degree,High,Married,Senior Manager,2,West,Female
5823,Some College,Medium,Single,Entry Level,0,West,Female
5824,Master's Degree,Low,Married,Senior Manager,1,Central,Female
5825,High School,Low,Single,Student,0,South,Female
5826,Master's Degree,High,Single,Senior Manager,3,East,Male
5827,High School,Medium,Single,Student,0,West,Female
5828,Master's Degree,Low,Married,Senior Manager,1,Central,Female
5829,High School,High,Single,Student,0,Central,Male
5830,Master's Degree,High,Divorced,Senior Manager,2,Central,Male
5831,Bachelor's Degree,High,Divorced,Manager,2,Central,Female
5832,Master's Degree,Low,Married,Senior Manager,0,East,Female
5833,Bachelor's Degree,Medium,Married,Manager,0,South,Female
5834,Master's Degree,Low,Single,Senior Manager,3,North,Female
5835,Bachelor's Degree,Low,Married,Manager,2,Central,Female
5836,High School,Low,Single,Student,0,East,Female
5837,Some College,High,Single,Entry Level,0,North,Female
5838,Some College,Low,Single,Entry Level,0,North,Male
5839,Bachelor's Degree,Low,Married,Manager,1,East,Female
5840,Bachelor's Degree,High,Divorced,Manager,1,Central,Male
5841,Master's Degree,High,Divorced,Senior Manager,1,Central,Male
5842,Master's Degree,Low,Single,Senior Manager,0,North,Female
5843,Master's Degree,High,Divorced,Senior Manager,1,North,Male
5844,Some College,Low,Single,Entry Level,0,Central,Female
5845,Bachelor's Degree,Low,Single,Manager,1,Central,Male
5846,Bachelor's Degree,Low,Single,Manager,0,North,Female
5847,Master's Degree,Low,Single,Senior Manager,1,Central,Female
5848,Master's Degree,Low,Single,Senior Manager,0,Central,Male
5849,Master's Degree,Low,Married,Senior Manager,1,South,Female
5850,Bachelor's Degree,High,Single,Manager,1,East,Female
5851,Bachelor's Degree,Medium,Divorced,Manager,2,East,Female
